time_s,bandwidth_Mbps
197.213,1.916269
198.223,2.364511
199.232,2.082446
200.233,1.826470
201.234,2.130674
202.293,1.714778
203.295,1.693817
204.303,2.137376
205.483,2.044484
206.484,1.846045
207.503,1.420204
208.523,0.037428
209.985,2.019429
210.993,1.561790
211.994,1.678947
213.004,1.956883
214.005,2.109532
215.013,2.158307
216.024,2.667668
217.025,1.916563
218.033,2.034086
219.034,1.873814
220.035,2.118661
221.045,3.072192
222.046,2.353732
223.053,2.536472
224.054,2.524705
225.064,2.112663
226.065,2.254482
227.066,2.064906
228.073,1.342322
229.074,1.365291
230.084,0.907620
231.085,1.574286
232.093,1.227176
233.103,2.066350
234.104,1.680357
235.113,1.831481
236.114,1.744539
237.124,1.190827
238.133,0.524787
239.134,1.191704
240.135,1.963532
241.324,2.459940
242.325,2.138857
243.333,1.882430
244.334,1.773740
245.343,1.782090
246.344,1.187620
247.345,1.699173
248.525,1.447844
249.553,0.537040
250.784,1.968681
251.924,3.607920
252.925,3.546773
254.105,3.596123
255.114,2.394565
256.115,2.898087
257.154,3.339098
258.156,3.808864
259.193,2.978142
260.194,4.119138
261.206,3.593302
262.214,1.290446
263.254,2.080444
264.264,2.294186
265.265,2.667668
266.266,2.951127
267.274,3.581698
268.275,3.337942
269.276,3.744424
270.277,4.622413
271.295,4.485522
272.296,4.477333
273.304,4.548156
274.305,3.755948
275.306,4.524499
276.309,3.658890
277.314,3.145407
278.434,0.181603
279.579,6.956691
280.604,4.099900
281.605,3.371684
282.606,3.369222
283.608,3.341533
284.610,4.360869
285.614,4.701333
286.628,4.411824
287.630,4.277474
288.634,3.255225
289.635,4.110833
290.636,3.419718
291.643,1.430954
293.395,8.951518
294.523,4.154565
295.524,4.643893
296.535,4.437653
297.544,3.827461
298.545,4.220164
299.546,3.437392
300.552,3.796851
301.553,3.990569
302.554,3.689862
303.555,3.876000
304.563,2.241835
305.923,3.527856
306.925,3.496000
307.933,0.489837
310.363,6.032218
311.462,1.563429
312.463,1.907073
313.473,1.319718
314.493,1.287529
315.513,0.794323
316.753,0.268800
317.893,1.501806
318.903,1.582004
319.913,1.516510
320.924,1.982923
321.934,1.676036
322.943,2.285011
323.944,1.663326
324.953,1.997852
326.104,2.030191
327.139,1.066869
328.143,1.711586
329.244,2.000751
330.245,1.764000
331.253,1.572325
332.263,1.700024
333.273,1.896238
334.283,1.326875
335.293,1.571168
336.303,1.349059
337.304,1.700739
338.305,1.596408
339.363,1.926885
340.533,2.381030
341.535,1.946190
342.536,1.945231
343.543,2.037101
344.553,1.648360
345.554,2.031848
346.555,2.018198
347.574,2.048626
348.583,1.717866
349.584,1.742813
350.595,0.972929
351.603,1.050018
352.614,0.997867
353.623,1.054818
354.625,1.782090
355.626,1.253212
356.633,1.534105
357.646,1.066092
358.663,0.836894
359.683,0.383180
360.854,0.273836
362.013,0.363375
363.037,0.456907
364.043,0.382509
365.073,0.323018
366.083,0.435635
367.113,0.472094
368.133,0.330406
369.144,0.553166
370.153,0.606196
371.164,0.516297
372.173,0.556547
373.174,0.846018
374.183,0.592306
375.204,0.751796
376.223,0.483863
377.273,0.582378
378.294,0.661629
379.303,0.540795
380.304,0.592996
381.324,0.616276
382.483,0.495330
383.654,0.437685
384.663,0.462446
385.744,0.650783
386.753,0.455294
387.773,0.585125
388.783,0.402454
389.784,0.564012
390.793,0.453755
391.805,0.379195
392.844,0.341628
393.883,0.300129
394.904,0.286882
395.934,0.020912
397.504,0.004617
416.466,0.008516
418.434,0.084185
420.254,0.251009
421.344,0.210469
422.355,0.238803
423.424,0.343341
424.444,0.235475
